"Txn Hash","Blockno","UnixTimestamp","Date Time (UTC)","Action","Amount (Out)","Token (Out)","Amount (In)","Token (In)","Swapped Rate","Swapped Pair","DEX"
"0x0c4242948c7d9e726cdda3b6f86672eb7b6bf9532b2776648140291e4dce3c55","16730157",1677629855,2023-03-01 00:17:35,Sell,2.80222797, WBTC, 40.4131970608293, ETH,14.42180918,ETH per WBTC,Uniswap V3
"0x7fdbfe2fbb2aaff412187027404b08f69892ebb0a442664eddaeb810ce85c2fd","16730157",1677629855,2023-03-01 00:17:35,Buy,40585.9375, USDC, 25.2655033764033, ETH,1,606.37755343,USDC per ETH,Uniswap V3
"0x73bc9dfc51538ec5f958b0763e8f1847a3dd6eae1b64124118b6ced6fce61f65","16730157",1677629855,2023-03-01 00:17:35,Buy,0.967289809733157, ETH, 35715.2246062341, RDT,0.00002708,ETH per RDT,Uniswap V2
"0x6b01292129d1eaf69731c2b20b63b87cb10557c80675050ef21301ea89e26104","16730157",1677629855,2023-03-01 00:17:35,Buy,2233.28625, USDT, 1.38853592985073, ETH,1,608.37483711,USDT per ETH,Uniswap V2
"0x6b01292129d1eaf69731c2b20b63b87cb10557c80675050ef21301ea89e26104","16730157",1677629855,2023-03-01 00:17:35,Buy,1.38853592985073, ETH, 50028.4060474762, RDT,0.00002775,ETH per RDT,Uniswap V2
"0x271aa953a882f612dd439ff18ab700f1d2d4bdad75ac832a03cfe75e64fd006b","16730157",1677629855,2023-03-01 00:17:35,Sell,35715.2246062341, RDT, 0.989439995460715, ETH,0.00002770,ETH per RDT,Uniswap V2
"0x6a2b72c4c5c2e29d1512293b0e2380a79b7eacbd73c4f1464d8a15d52e07ebe8","16730157",1677629855,2023-03-01 00:17:35,Buy,1.6237014543906, ETH, 141.3429, HAPI,0.01148768,ETH per HAPI,Uniswap V2
"0x187c71f71940abf000ff3557c2ce96a2d5e8303bf7aaa20b3ccef0607bf41f29","16730157",1677629855,2023-03-01 00:17:35,Buy,792, USDC, 0.492177682925415, ETH,1,609.17495343,USDC per ETH,Uniswap V2
"0x187c71f71940abf000ff3557c2ce96a2d5e8303bf7aaa20b3ccef0607bf41f29","16730157",1677629855,2023-03-01 00:17:35,Buy,0.492177682925415, ETH, 42.0012934953483, HAPI,0.01171816,ETH per HAPI,Uniswap V2
"0x0d48edb3956c4398c5ddfdec092de140e5c3f0ce7dab6e91b68e2ce64d516258","16730157",1677629855,2023-03-01 00:17:35,Sell,141.34289, HAPI, 1.6288672498699, ETH,0.01152422,ETH per HAPI,Uniswap V2
"0x4615cd4829a00c6eaaa55ef4e5b8b88f494e2120147f5343e014d3bcbbc06bfd","16730157",1677629855,2023-03-01 00:17:35,Buy,0.25, ETH, 100653904.681884, EGGS,0.00000000,ETH per EGGS,Uniswap V2
"0x3c7a222e026b5a43b46f0252872469859000f8e7842db39d984a20a372391b4e","16730157",1677629855,2023-03-01 00:17:35,Sell,917827.10631038, RUG, 0.0128126970437075, ETH,0.00000001,ETH per RUG,Uniswap V2
"0x3c7a222e026b5a43b46f0252872469859000f8e7842db39d984a20a372391b4e","16730157",1677629855,2023-03-01 00:17:35,Sell,6138773.04, RUG, 0.0838970020435164, ETH,0.00000001,ETH per RUG,Uniswap V2
"0xa3f41b7b40c46d2edf485dbd745f0a6ad08fb5690077f89f3b72a4635052ba51","16730157",1677629855,2023-03-01 00:17:35,Buy,0.08, ETH, 2857147.00290949, AAI,0.00000003,ETH per AAI,Uniswap V2
"0x09b6c186b0d89066f45d4c48e345756849b301caafb4b77905e5d93eb9d49b91","16730157",1677629855,2023-03-01 00:17:35,Buy,0.0297, ETH, 1655.81160768502, FUND,0.00001794,ETH per FUND,Uniswap V2
"0x533192705a7e3af1b589620e63fcaec1c3cee9eecb58bfdb8b2131978e6d1510","16730157",1677629855,2023-03-01 00:17:35,Sell,54.5448008385154, XFT, 0.0753327272148759, ETH,0.00138112,ETH per XFT,Uniswap V2
"0x4c05e26692747f8b7e3facdba8aa505e8cc3db8352891a86925650b23264f946","16730157",1677629855,2023-03-01 00:17:35,Buy,300, USDC, 0.186697325198239, ETH,1,606.87893992,USDC per ETH,Uniswap V3
"0x4c05e26692747f8b7e3facdba8aa505e8cc3db8352891a86925650b23264f946","16730157",1677629855,2023-03-01 00:17:35,Buy,0.186697325198239, ETH, 7.20335561929335, SSV,0.02591810,ETH per SSV,Uniswap V3
"0xcc31697f17cf8d7e44947d264921df42a757d16306522f2bc78ed6d8f115495d","16730157",1677629855,2023-03-01 00:17:35,Buy,0.2, ETH, 80491977.9694545, EGGS,0.00000000,ETH per EGGS,Uniswap V2
"0xf3fbefad6d4ba82bd156d9e4c569fa54b6ab6704cc932a144ead473e0afc1b58","16730157",1677629855,2023-03-01 00:17:35,Sell,62.5, UNIDX, 0.309676688418492, ETH,0.00495483,ETH per UNIDX,Uniswap V3
"0xf3fbefad6d4ba82bd156d9e4c569fa54b6ab6704cc932a144ead473e0afc1b58","16730157",1677629855,2023-03-01 00:17:35,Buy,0.309676688418492, ETH, 504188.00240926, SIMPAI,0.00000061,ETH per SIMPAI,Uniswap V2
"0x36b3b763a5dadb27c9b6aa70dcbb51b77441d847954fff79d1c0a9d2ec9d954d","16730157",1677629855,2023-03-01 00:17:35,Buy,0.1011, ETH, 7326664.07827467, RUG,0.00000001,ETH per RUG,Uniswap V2
"0xff52c3b148f9fcbb87f1c01e94f9fe0fdad270ebba76d3723611af2794b59cd1","16730157",1677629855,2023-03-01 00:17:35,Buy,500, USDC, 0.310709288981705, ETH,1,609.22128089,USDC per ETH,Uniswap V2
"0xff52c3b148f9fcbb87f1c01e94f9fe0fdad270ebba76d3723611af2794b59cd1","16730157",1677629855,2023-03-01 00:17:35,Buy,0.310709288981705, ETH, 31289.5561919972, MINT,0.00000993,ETH per MINT,Uniswap V2
"0x66f88e94ebc81f6465d1a6b256aa9033012fe8030f458609d835311007e2a73d","16730157",1677629855,2023-03-01 00:17:35,Buy,0.5, ETH, 4887390552.17707, wRABBIT,0.00000000,ETH per wRABBIT,Uniswap V2
"0x9137171c8e84c3df11dd695184565ff358dcd2d74941877b86a9bdd952d3c0d1","16730157",1677629855,2023-03-01 00:17:35,Buy,0.2, ETH, 191.360552927011, BONE,0.00104515,ETH per BONE,Unknown
"0x1b6bf3e065df0d20cde83f06f8f7b67a4038e5cf605628c91e55a334cea1281b","16730157",1677629855,2023-03-01 00:17:35,Buy,0.31, ETH, 22589942.2476963, 4SHIBA,0.00000001,ETH per 4SHIBA,Uniswap V2
"0x58b48455d3a01c4c4a657928f43a65649bc5bb18a20145998d4a98f5baa5a7ba","16730158",1677629867,2023-03-01 00:17:47,Buy,36587.546975, USDT, 22.7767996802242, ETH,1,606.35152825,USDT per ETH,Uniswap V3
"0x36836cdca49cfdf93a17731123fe453010c05bcfb2315f4650d4d9ccb668f3f2","16730158",1677629867,2023-03-01 00:17:47,Buy,2.483622983401, ETH, 17558.835609, POWR,0.00014145,ETH per POWR,Uniswap V3
"0x2d472d1345237665f1f0a0a0d851b832e12a98084efb281dfe53f18f50270e20","16730158",1677629867,2023-03-01 00:17:47,Buy,1.92626304863012, ETH, 270.438778208013, FXS,0.00712273,ETH per FXS,SushiSwap
"0xf60adca2d89ca0151ed57e2f411e74cbba2b22b4a4c0dfb32be4c52c64e293ed","16730158",1677629867,2023-03-01 00:17:47,Swap,4995, FRAX, 436.534871617407, FXS,0.08739437,FXS per FRAX,Unknown
"0xd03edf21fe65eaa975e596db7d85e2226e36e01e6c1f642122c04260a9e0c16d","16730158",1677629867,2023-03-01 00:17:47,Swap,37687.0427316507, FRAX, 3287.97765337913, FXS,0.08724425,FXS per FRAX,Unknown
"0x4fcbb1f866ebf62d421b1fc6c19a5c2c4377f99a1a1d5951d4dbc6db17afeee5","16730158",1677629867,2023-03-01 00:17:47,Buy,1000, USDT, 0.621650406433165, ETH,1,608.62116336,USDT per ETH,Uniswap V2
"0x4fcbb1f866ebf62d421b1fc6c19a5c2c4377f99a1a1d5951d4dbc6db17afeee5","16730158",1677629867,2023-03-01 00:17:47,Buy,0.621650406433165, ETH, 1827545.37392856, Dione,0.00000034,ETH per Dione,Uniswap V2
"0x050c3bca662701deeb5671493b0345ced75fcefda803d5ee42df6fe00407b9a4","16730158",1677629867,2023-03-01 00:17:47,Sell,148454.746642854, DAWAE, 0.0912629371090824, ETH,0.00000061,ETH per DAWAE,Uniswap V2
"0x9e2d9e520556e27d56b8a149cdd0663a0b0ba0fc01f50c16dd0e5f6ebcbc63d7","16730158",1677629867,2023-03-01 00:17:47,Sell,183.183928548752, BLUR, 0.0880523053644085, ETH,0.00048068,ETH per BLUR,Uniswap V3
"0x19146960100a496232e8893bc9851e22b93c5820cb841fb29c3565c2de8d965b","16730158",1677629867,2023-03-01 00:17:47,Buy,0.0975541587406624, ETH, 6771952.82553141, RUG,0.00000001,ETH per RUG,Uniswap V2
"0x38d1c0059bc78d3dcb54abe2dba6c7db679537770ca40c352a58054a1b0a8369","16730158",1677629867,2023-03-01 00:17:47,Buy,5800.900888, USDC, 3.61033304799103, ETH,1,606.74951892,USDC per ETH,Uniswap V3
"0xe5067f5277412a4ef410c4fb7060c4f0ef4f54efe1a0ddab01c55e266d05278c","16730158",1677629867,2023-03-01 00:17:47,Sell,50623108.3544447, OXAI, 493.394959, USDC,0.00000975,USDC per OXAI,Uniswap V2
"0x394ac9f576d1ca5d104cbe6c03e6624a882bf1780c7a5075c5971842f4ec728c","16730158",1677629867,2023-03-01 00:17:47,Buy,400, USDC, 0.248948433721307, ETH,1,606.75845202,USDC per ETH,Uniswap V3
"0x109bcb790b263efb1b0d190cc2378b98bf13aa9ecb2d341368276142f2e7202e","16730159",1677629879,2023-03-01 00:17:59,Buy,3.11123781604813, ETH, 21849.254235, POWR,0.00014240,ETH per POWR,Uniswap V3
"0xb5ac0d7babc72f9db8fd3a46dd8b5d2bf5631b23c4a25852bd7114417276c6ed","16730159",1677629879,2023-03-01 00:17:59,Buy,1.5, ETH, 602810005.793947, EGGS,0.00000000,ETH per EGGS,Uniswap V2
"0x541a160dd89c6c9a4c76b84688b5c119273ad0cf533a79696a7338fe74124c76","16730159",1677629879,2023-03-01 00:17:59,Buy,0.376867232467322, ETH, 847.4700359344, SDAO,0.00044470,ETH per SDAO,Unknown
"0xb48b13c77b3a011c5b050be61969fab7fc3b745ece6218ebf94bfa35f17d36c3","16730159",1677629879,2023-03-01 00:17:59,Sell,2642150.49586398, RICE, 0.170279570113627, ETH,0.00000006,ETH per RICE,Uniswap V2
"0x5918a9dcf12679f95f51fee001d7fd61c4f5c62afcb2d8a8f33482a3d07a36af","16730159",1677629879,2023-03-01 00:17:59,Buy,1, ETH, 90171.91074916, Coval,0.00001109,ETH per Coval,Uniswap V3
"0x2fb5a5dfb6c5e676fc66b23215a7100334c4f6b831fb7ff8844741d31ea284dd","16730159",1677629879,2023-03-01 00:17:59,Buy,0.335497271059167, ETH, 24374.1863271296, UMB,0.00001376,ETH per UMB,Uniswap V2
"0x5e96fffefa91061434c77724e64c41f17ba29c2ac6a3d2abc8321c29cb4737be","16730159",1677629879,2023-03-01 00:17:59,Sell,9646.97274112673, ENJ, 2.75162820057296, ETH,0.00028523,ETH per ENJ,Uniswap V3
"0x5e96fffefa91061434c77724e64c41f17ba29c2ac6a3d2abc8321c29cb4737be","16730159",1677629879,2023-03-01 00:17:59,Sell,2.75162820057296, ETH, 4416.765855, USDC,1,605.14631086,USDC per ETH,Uniswap V3
"0x9c142a49f633f27836f9dc96552573d6d54d0e2d31d6a578185f481d2e402349","16730159",1677629879,2023-03-01 00:17:59,Buy,0.325, ETH, 251160.526171093, RPGAI,0.00000129,ETH per RPGAI,Uniswap V2
"0x8f32556943eb5986ea7e187091428ee0d8b54ecb36791b6630ea64948135b793","16730159",1677629879,2023-03-01 00:17:59,Sell,3847.15519876619, $MNB, 0.321688382741445, ETH,0.00008362,ETH per $MNB,Uniswap V3
"0xf4a5be6994b08d807f5427d6be8a39ffd4e156199703d7c91e4faa376a072f76","16730159",1677629879,2023-03-01 00:17:59,Sell,10000.0000023783, WOO, 1.28867860346073, ETH,0.00012887,ETH per WOO,Uniswap V2
"0xf4a5be6994b08d807f5427d6be8a39ffd4e156199703d7c91e4faa376a072f76","16730159",1677629879,2023-03-01 00:17:59,Sell,1.28867860346073, ETH, 2068.505672, USDC,1,605.13697243,USDC per ETH,Uniswap V3
"0xe24bcee6c3d4e45e7ee86b90c4b1b7bf405da1f41c7f5a5e4903df6c8aadd99a","16730159",1677629879,2023-03-01 00:17:59,Buy,0.126, ETH, 4381090.78424783, AAI,0.00000003,ETH per AAI,Uniswap V2
"0xe52ea4930be81bdd3131b868cf86d587779d938f6abf61eeee0b3868c0a02f16","16730159",1677629879,2023-03-01 00:17:59,Buy,0.00564254660181778, ETH, 505.36891358, Coval,0.00001117,ETH per Coval,Uniswap V2
"0x0f14bd098875e042fe3a4d39540d7e334bf4da7a2a735bf219206459b6f41845","16730159",1677629879,2023-03-01 00:17:59,Sell,86.5883627857761, SYN, 0.0698742102867997, ETH,0.00080697,ETH per SYN,Uniswap V3
"0x36b684446f22b5b8c3592b022d3309e057cd901acbac23a04e5d3c496f695dad","16730160",1677629891,2023-03-01 00:18:11,Buy,0.226105459578207, ETH, 1607.626727, POWR,0.00014065,ETH per POWR,Uniswap V3
"0x36b684446f22b5b8c3592b022d3309e057cd901acbac23a04e5d3c496f695dad","16730160",1677629891,2023-03-01 00:18:11,Sell,1607.626727, POWR, 0.229478737997257, ETH,0.00014274,ETH per POWR,Uniswap V3
"0x57c7c05fdb5f860a116d5bba2e9f3247f8c0d0cc8bc10d9ab38814c4aee4a3ce","16730160",1677629891,2023-03-01 00:18:11,Sell,1140.9267722383, STABLZ, 197.542553, USDT,0.17314218,USDT per STABLZ,Uniswap V2
"0x57c7c05fdb5f860a116d5bba2e9f3247f8c0d0cc8bc10d9ab38814c4aee4a3ce","16730160",1677629891,2023-03-01 00:18:11,Buy,197.542553, USDT, 0.122795440576721, ETH,1,608.71244138,USDT per ETH,Uniswap V2
"0xf929e86eac42956828fa02331661790666c75df84b372f28df044e9337586bb9","16730160",1677629891,2023-03-01 00:18:11,Sell,223.580119731735, BONE, 372.611066, USDC,1.66656618,USDC per BONE,Uniswap V3
"0xf929e86eac42956828fa02331661790666c75df84b372f28df044e9337586bb9","16730160",1677629891,2023-03-01 00:18:11,Buy,372.611066, USDC, 834.808474319457, FET,0.44634318,USDC per FET,Uniswap V3
"0x91d86f4404d2390e928d24673cba9e232094b7153ddfdb83191a313a57a8b8c6","16730160",1677629891,2023-03-01 00:18:11,Buy,3200, USDT, 14754681.8082322, RACA,0.00021688,USDT per RACA,Uniswap V2
"0xebd58cb168568eb4a85a5b9467cfd723557ba206f33229ecb11d2e9f3e64201c","16730160",1677629891,2023-03-01 00:18:11,Sell,0.0535275, ETH, 85.995151, USDC,1,606.56019803,USDC per ETH,Uniswap V3
"0xebd58cb168568eb4a85a5b9467cfd723557ba206f33229ecb11d2e9f3e64201c","16730160",1677629891,2023-03-01 00:18:11,Buy,85.995151, USDC, 90.733038881072, ASIC,0.94778211,USDC per ASIC,Uniswap V3
"0xf4ba62fe8a61e09c507066fefaff99d6f8e39b6f808c1113abdd5285c17bf38d","16730160",1677629891,2023-03-01 00:18:11,Buy,1.11856755764535, ETH, 3910.257526655, ENJ,0.00028606,ETH per ENJ,Uniswap V3
"0xaaf4caf0ec921747a2b17e682d43f688d8c902fa4a1c633c5a5a4d161ce24793","16730160",1677629891,2023-03-01 00:18:11,Buy,1.78425, ETH, 1189.303584293, AllIn,0.00150025,ETH per AllIn,Uniswap V2
"0x831391957af79744fdd6ef4fd0b8a3b5fb92878df2ba027fe8f8eadc130391c5","16730160",1677629891,2023-03-01 00:18:11,Buy,0.108, ETH, 670363.607353984, SEC,0.00000016,ETH per SEC,Uniswap V2
"0x4fc4c03dac0c3a32bfea6c942b365143fcba9d07e9d58f5476ae10468fc64cc3","16730160",1677629891,2023-03-01 00:18:11,Sell,0.75, ETH, 1203.849195, USDC,1,605.13226000,USDC per ETH,Uniswap V3
"0x4fc4c03dac0c3a32bfea6c942b365143fcba9d07e9d58f5476ae10468fc64cc3","16730160",1677629891,2023-03-01 00:18:11,Buy,1203.849195, USDC, 815.819024007468, DAO,1.47563266,USDC per DAO,Uniswap V2
"0x6492832a3dcdd66b82f14b1e120a89ad473955e7e73ca111992537e4415b3d07","16730160",1677629891,2023-03-01 00:18:11,Sell,1047699.19550418, DGNAI, 0.0222612923690721, ETH,0.00000002,ETH per DGNAI,Uniswap V2
"0x6492832a3dcdd66b82f14b1e120a89ad473955e7e73ca111992537e4415b3d07","16730160",1677629891,2023-03-01 00:18:11,Sell,12781361.4039415, DGNAI, 0.258275364488688, ETH,0.00000002,ETH per DGNAI,Uniswap V2
"0xf8dcde7bd7512f2b0b00528fa9e8abea94d29344e11d5346bff0933949ef99a3","16730160",1677629891,2023-03-01 00:18:11,Buy,0.375, ETH, 1202.29305471887, SPOOL,0.00031190,ETH per SPOOL,Uniswap V2
"0xf8dcde7bd7512f2b0b00528fa9e8abea94d29344e11d5346bff0933949ef99a3","16730160",1677629891,2023-03-01 00:18:11,Sell,2.125, ETH, 3410.891934, USDC,1,605.12561600,USDC per ETH,Uniswap V3
"0xf8dcde7bd7512f2b0b00528fa9e8abea94d29344e11d5346bff0933949ef99a3","16730160",1677629891,2023-03-01 00:18:11,Swap,3410.891934, USDC, 3410.75871682823, DAI,0.99996094,DAI per USDC,Uniswap V3
"0xf8dcde7bd7512f2b0b00528fa9e8abea94d29344e11d5346bff0933949ef99a3","16730160",1677629891,2023-03-01 00:18:11,Buy,3410.75871682823, DAI, 6734.75509380915, SPOOL,0.50644139,DAI per SPOOL,Uniswap V2
"0xa2e3ee3e1868ef23f4a50d9c130564231824419d8ba12d9866a27d7b123a5073","16730160",1677629891,2023-03-01 00:18:11,Sell,142.337121447402, FOLD, 1.52064223886329, ETH,0.01068338,ETH per FOLD,SushiSwap
"0x04ef70b2d4b36998cfc94eb4c40923710f95c36918d4ae5fa5f0bac5299f43b7","16730161",1677629903,2023-03-01 00:18:23,Sell,47026, UMB, 0.641980636008968, ETH,0.00001365,ETH per UMB,Uniswap V2
"0xab6da1d688d248c93e4c0ab670e98ce22ebaf5981eb3209552c43ff9bc1cb545","16730161",1677629903,2023-03-01 00:18:23,Buy,0.0736783705618769, ETH, 29569328.2670715, EGGS,0.00000000,ETH per EGGS,Uniswap V2
"0x9c691d851ca19947c3a34d03a0eb34993db159802b00e888a883c30eff2c163c","16730161",1677629903,2023-03-01 00:18:23,Sell,13.28, ETH, 21198.931171, USDT,1,596.30505806,USDT per ETH,SushiSwap
"0x048099730547b639b9dae651bf3fd75cf2e972ecf52c627d7acb5123520f935b","16730161",1677629903,2023-03-01 00:18:23,Buy,12300.640304, USDT, 7.66635755646166, ETH,1,604.49603523,USDT per ETH,SushiSwap
"0xa4b203f3f0ae117d92cacee32c8e663f0f393e78d367369bd196c028de5a99cd","16730161",1677629903,2023-03-01 00:18:23,Sell,941.788043017071, CoreDAO, 977.664398064168, DAI,1.03809387,DAI per CoreDAO,Uniswap V3
"0xa4b203f3f0ae117d92cacee32c8e663f0f393e78d367369bd196c028de5a99cd","16730161",1677629903,2023-03-01 00:18:23,Buy,977.664398064168, DAI, 0.606951025324289, ETH,1,610.77971248,DAI per ETH,Uniswap V2
"0x73a442a8d2aed488b47f9fa413ead97e6b6df44b8c939a34f87393f372d34193","16730162",1677629915,2023-03-01 00:18:35,Buy,29.0352359558008, ETH, 15570.3742079832, LDO,0.00186477,ETH per LDO,Uniswap V3
"0x02f96bd5265e406b2bfc82d0a5aae6eb5d8bf7f9de4c19619a5acd9e49606326","16730162",1677629915,2023-03-01 00:18:35,Buy,5.58366033083389, ETH, 11542.8037178184, BLUR,0.00048374,ETH per BLUR,Uniswap V3
"0xc39f5ea92102250c8d95adac00ae1630bc23c520d673095ec86bf7fbb5ca1dc8","16730162",1677629915,2023-03-01 00:18:35,Buy,10001.0001, USDC, 12851.9604526477, BLUR,0.77816922,USDC per BLUR,Uniswap V3
"0x2f5c376aeb1c7f2654aaf61b86340d3fdf4f4961fa25cf29949ceceb7d08010d","16730162",1677629915,2023-03-01 00:18:35,Sell,19188.8710901576, STMX, 0.0749477172495186, ETH,0.00000391,ETH per STMX,Uniswap V3
"0x3e32e642948f307bc43befe5bdf2fb477be0c80921b7521cd91ae83338f9d1b6","16730162",1677629915,2023-03-01 00:18:35,Sell,1501.99869419241, DAO, 2200.226836, USDC,1.46486601,USDC per DAO,Uniswap V2
"0xebe640143f3b3d998873de581a1db05a8530249c69eaa714aaed58dadc14fabf","16730162",1677629915,2023-03-01 00:18:35,Sell,7256.041011, POWR, 1.03419357121598, ETH,0.00014253,ETH per POWR,Uniswap V3
"0xaac342495a3f3747270dad0b1ed7473b8ccd546cf1eb703f793293aa64e8be8e","16730162",1677629915,2023-03-01 00:18:35,Buy,0.08, ETH, 5347814.6545119, RUG,0.00000001,ETH per RUG,Uniswap V2
"0xf6871661a063ec7c065a96be6e3a0d2642c9cf83330cb17c67485070c37ad6e8","16730162",1677629915,2023-03-01 00:18:35,Sell,1114719, PRM, 0.0260453580601318, ETH,0.00000002,ETH per PRM,Uniswap V2
"0x8a92a0e6e44f8061bf682a89a00cecf5f8af4e30e03588cdd5d27fd7f5f0baeb","16730162",1677629915,2023-03-01 00:18:35,Buy,1.61370681708806, ETH, 0.282738649830242, YFI,5.70741502,ETH per YFI,SushiSwap
"0x6e39f71fffc2aefc741228c5e0e74cdac4085ff4213589155edaf6bbbde52118","16730162",1677629915,2023-03-01 00:18:35,Sell,100, LQTY, 0.136364975121379, ETH,0.00136365,ETH per LQTY,Uniswap V3
"0xbe6476b2edf2f84641dd5b7b33b194a0a35c95a25c168904664c25671ec5a425","16730162",1677629915,2023-03-01 00:18:35,Buy,0.0219569833251099, ETH, 46530.7524897633, ALBT,0.00000047,ETH per ALBT,Uniswap V2
"0xbe6476b2edf2f84641dd5b7b33b194a0a35c95a25c168904664c25671ec5a425","16730162",1677629915,2023-03-01 00:18:35,Swap,46530.7524897633, ALBT, 2229.88608636926, HID,0.04792285,HID per ALBT,Uniswap V2
"0xbe6476b2edf2f84641dd5b7b33b194a0a35c95a25c168904664c25671ec5a425","16730162",1677629915,2023-03-01 00:18:35,Sell,2229.88608636926, HID, 0.0247534734497322, ETH,0.00001110,ETH per HID,Uniswap V2
"0x7d886b47cb36991c8c4080f650f615afeacd60b15902b730932ce86dcb74afd3","16730162",1677629915,2023-03-01 00:18:35,Buy,0.00629257100787808, ETH, 8.46118895469051, MEGA,0.00074370,ETH per MEGA,Uniswap V2
"0x7d886b47cb36991c8c4080f650f615afeacd60b15902b730932ce86dcb74afd3","16730162",1677629915,2023-03-01 00:18:35,Sell,8.46118895469051, MEGA, 0.00872167473175982, ETH,0.00103079,ETH per MEGA,Uniswap V3
"0x77bc6c9ba9529e93ae316f2f8fd53e34c211ce6f41baac5c537a55d717f5217f","16730162",1677629915,2023-03-01 00:18:35,Sell,29639.6895, DFYN, 0.889430420976597, ETH,0.00003001,ETH per DFYN,Uniswap V2
"0x74938fe38593a53b88060f1c658523229be8449508e5f7b34881bd7f3c95b3c7","16730162",1677629915,2023-03-01 00:18:35,Buy,0.13579840025169, ETH, 94311.4955911468, FABRIC,0.00000144,ETH per FABRIC,Uniswap V2
"0x19ce6c204a56e3a8a21b35b14b80e8098302b7eafe4fcd7b31f777982f71f974","16730162",1677629915,2023-03-01 00:18:35,Sell,16427689827.0995, FLOK, 0.203311629150352, ETH,0.00000000,ETH per FLOK,Uniswap V2
"0x6beeced4da21ae0956d844f4ef93504216392e161dd699356bb6dce413823f81","16730162",1677629915,2023-03-01 00:18:35,Buy,0.14067219979495, ETH, 998.994278, POWR,0.00014081,ETH per POWR,SushiSwap
"0x68d7879bb875f65e97a8a5c3701cffb9d4e1b16c02c42ca482ca863fe75e376a","16730162",1677629915,2023-03-01 00:18:35,Sell,33.884682317157, UNIDX, 0.1677614022635, ETH,0.00495095,ETH per UNIDX,Uniswap V3
"0x68d7879bb875f65e97a8a5c3701cffb9d4e1b16c02c42ca482ca863fe75e376a","16730162",1677629915,2023-03-01 00:18:35,Sell,0.1677614022635, ETH, 269.28648, USDT,1,605.17542395,USDT per ETH,Uniswap V3
"0x395e4beb0348d9300ae4397cff8a9064c85b982df3fde339fd076ab6da476880","16730162",1677629915,2023-03-01 00:18:35,Sell,1.2, LEASH, 0.430591137380503, ETH,0.35882595,ETH per LEASH,Uniswap V2
"0x395e4beb0348d9300ae4397cff8a9064c85b982df3fde339fd076ab6da476880","16730162",1677629915,2023-03-01 00:18:35,Sell,1.8, LEASH, 0.647693665347643, ETH,0.35982981,ETH per LEASH,Uniswap V3
"0x823fa31df8c15a63f195330ae7affa00667a369ff11a7e31b93ff29df046d4be","16730163",1677629927,2023-03-01 00:18:47,Buy,12.7442312501, ETH, 26316.235666671, BLUR,0.00048427,ETH per BLUR,Uniswap V3
"0x049680283b1fd616b17b32f1453dabb15f869965689643b1c63a6ec1296bf926","16730163",1677629927,2023-03-01 00:18:47,Buy,20450, USDC, 12.7275042077949, ETH,1,606.75649099,USDC per ETH,Uniswap V3
"0x049680283b1fd616b17b32f1453dabb15f869965689643b1c63a6ec1296bf926","16730163",1677629927,2023-03-01 00:18:47,Buy,12.7275042077949, ETH, 9213.71688128279, LQTY,0.00138136,ETH per LQTY,Uniswap V3
"0x1a81d790316237bc6dcb8c6ec50c922daec691ba6aa6db83207bdddaf199d490","16730163",1677629927,2023-03-01 00:18:47,Sell,10825.3368399274, $MNB, 0.886684384763086, ETH,0.00008191,ETH per $MNB,Uniswap V3
"0xb5f14508c065dab38b344234c733f744c800e69148de0709b38eaa1307a8f194","16730163",1677629927,2023-03-01 00:18:47,Sell,21962.9083, DFYN, 0.639432710202475, ETH,0.00002911,ETH per DFYN,Uniswap V2
"0x86ebbd591d12bad17211d6facb158804b3ecc05bc1ffc7955c0c683c6c447a6a","16730163",1677629927,2023-03-01 00:18:47,Sell,1262813964.36601, PACK, 0.00237724538273769, ETH,0.00000000,ETH per PACK,Uniswap V2
"0x86ebbd591d12bad17211d6facb158804b3ecc05bc1ffc7955c0c683c6c447a6a","16730163",1677629927,2023-03-01 00:18:47,Sell,17097381316.45, PACK, 0.0313745674634965, ETH,0.00000000,ETH per PACK,Uniswap V2
"0x69efa98d9e531162ea42339ab81bf59054682ae726c40b5b22314bd310ceecd1","16730163",1677629927,2023-03-01 00:18:47,Sell,0.248257542, PRM, 5.700515863E-09, ETH,0.00000002,ETH per PRM,Uniswap V2
"0x2bb251755cb3665afb5607d18a44086f0dc115ec0408275d3ec8ad8e70058be6","16730163",1677629927,2023-03-01 00:18:47,Sell,1599884, PRM, 0.0358521792740649, ETH,0.00000002,ETH per PRM,Uniswap V2
"0x43a9e4ecbb8741f3dada2d251819a3eb0260c930d82f922cbb44d7b508d23e2e","16730163",1677629927,2023-03-01 00:18:47,Buy,0.13, ETH, 32441.5357859949, STMX,0.00000401,ETH per STMX,Uniswap V3
"0x43a9e4ecbb8741f3dada2d251819a3eb0260c930d82f922cbb44d7b508d23e2e","16730163",1677629927,2023-03-01 00:18:47,Sell,32441.5357859949, STMX, 0.136565812661514, ETH,0.00000421,ETH per STMX,Uniswap V3
"0xe9f45345dd972c9fa20c6dc6d87b0c9ff5b99866c644cc732df4bcca601107e5","16730163",1677629927,2023-03-01 00:18:47,Buy,0.05, ETH, 1699490.20026353, AAI,0.00000003,ETH per AAI,Uniswap V2
