"Txn Hash","Blockno","UnixTimestamp","Date Time (UTC)","Action","Amount (Out)","Token (Out)","Amount (In)","Token (In)","Swapped Rate","Swapped Pair","DEX"
"0x1d8d16801ab5bbc4af8300a937f1d08f71a1c6df7971f8addfa1939ed8907dec","16730123",1677629435,2023-03-01 00:10:35,Sell,2.02178575696479, VRX, 0.0731960621517812, ETH,0.03620367,ETH per VRX,Uniswap V2
"0x1d8d16801ab5bbc4af8300a937f1d08f71a1c6df7971f8addfa1939ed8907dec","16730123",1677629435,2023-03-01 00:10:35,Sell,0.0731960621517812, ETH, 117.156691, USDC,1,600.58734795,USDC per ETH,Uniswap V2
"0x4759cc0ec3026d33353e3cef78bf3840506706571c2be751e5558aa5f246e8d1","16730123",1677629435,2023-03-01 00:10:35,Buy,0.06, ETH, 4187042203.34384, FLOK,0.00000000,ETH per FLOK,Uniswap V2
"0xe53994cd32dc95c63ac5268b1c26a783765678c382d417986882ed3c9a2eeb6d","16730123",1677629435,2023-03-01 00:10:35,Buy,2.3144385235593, ETH, 7232.96775440412, PUNDIX,0.00031998,ETH per PUNDIX,Uniswap V3
"0x3cddd9cf42bbff7443c8f483035f2ced20169fd63da685a0cb429776349b7139","16730123",1677629435,2023-03-01 00:10:35,Sell,4248530.11429407, RICE, 0.291944471276, ETH,0.00000007,ETH per RICE,Uniswap V2
"0x6e6ccda1559a8c9631a0087ec4ef5f14b3dc873c95baf15814de918d8a3213da","16730123",1677629435,2023-03-01 00:10:35,Sell,1425000, Happy, 0.422524204952313, ETH,0.00000030,ETH per Happy,Uniswap V2
"0xf35e79aa97bc620fa658940fefab2691a86e0b94868559fa71c07b49646556ee","16730123",1677629435,2023-03-01 00:10:35,Buy,75, USDC, 0.0465771177974892, ETH,1,610.23273973,USDC per ETH,Uniswap V2
"0xf35e79aa97bc620fa658940fefab2691a86e0b94868559fa71c07b49646556ee","16730123",1677629435,2023-03-01 00:10:35,Buy,0.0465771177974892, ETH, 818920571.334795, AFY,0.00000000,ETH per AFY,Uniswap V2
"0xd493ea062474fc7912538c65745407edf1075b1b8b15887d64041236a1fde810","16730123",1677629435,2023-03-01 00:10:35,Sell,120.445, ETH, 192716.925304, USDC,1,600.04089256,USDC per ETH,Uniswap V3
"0xd493ea062474fc7912538c65745407edf1075b1b8b15887d64041236a1fde810","16730123",1677629435,2023-03-01 00:10:35,Sell,21.255, ETH, 34014.152099, USDC,1,600.28944244,USDC per ETH,Uniswap V3
"0x2dc84b4d3a467a7740b2aefec106b690e05eff74c46fa61be11c83737ed1f470","16730123",1677629435,2023-03-01 00:10:35,Sell,0.45, ETH, 720.991276, USDC,1,602.20283556,USDC per ETH,Unknown
"0x488be4edcc10f8431a04a44b1509ae4a76e3e0b91de9b4c09a9331c26cc8e51d","16730123",1677629435,2023-03-01 00:10:35,Sell,4.38752951, WBTC, 63.2838055371559, ETH,14.42356237,ETH per WBTC,Uniswap V3
"0x488be4edcc10f8431a04a44b1509ae4a76e3e0b91de9b4c09a9331c26cc8e51d","16730123",1677629435,2023-03-01 00:10:35,Sell,63.2838055371559, ETH, 101231.832216, USDC,1,599.64830428,USDC per ETH,Uniswap V3
"0xe5dca3cf1a5e54a7e0673df2f39b0969f3094c8e8867fc65d6c2688e06786b78","16730123",1677629435,2023-03-01 00:10:35,Buy,0.99, ETH, 12051873973.1368, wRABBIT,0.00000000,ETH per wRABBIT,Uniswap V2
"0x877b54ceee617f20738193ca590ac3e33b511de6ee082d6bfb58d94f0e23fff2","16730124",1677629447,2023-03-01 00:10:47,Buy,24.0048213379789, ETH, 1.66274223, WBTC,14.43688679,ETH per WBTC,Uniswap V3
"0x23298c01da7f85a82f2dd8c5d4d5ae24b2eb158b490b22a3254bbbdec1a12476","16730124",1677629447,2023-03-01 00:10:47,Buy,23176.420881, USDC, 14.4783637035248, ETH,1,600.76244495,USDC per ETH,Uniswap V3
"0x0a224b9000cd21cc6c896fc44eea6ab275103944385fd917c5bc10116a045e45","16730124",1677629447,2023-03-01 00:10:47,Sell,448.498222489412, RNDR, 0.407034603425425, ETH,0.00090755,ETH per RNDR,Uniswap V2
"0xa3dc61c5f4934e3ae0d6c633aa4c7b58f6ffaadd68d83239169d38c565d03c4a","16730124",1677629447,2023-03-01 00:10:47,Sell,399.9732398864, LQTY, 0.548671266595893, ETH,0.00137177,ETH per LQTY,Uniswap V2
"0xa3dc61c5f4934e3ae0d6c633aa4c7b58f6ffaadd68d83239169d38c565d03c4a","16730124",1677629447,2023-03-01 00:10:47,Sell,8199.4514176712, LQTY, 11.2282878591864, ETH,0.00136940,ETH per LQTY,Uniswap V3
"0xa3dc61c5f4934e3ae0d6c633aa4c7b58f6ffaadd68d83239169d38c565d03c4a","16730124",1677629447,2023-03-01 00:10:47,Sell,11.5085989054025, ETH, 18408.498365, USDC,1,599.54296056,USDC per ETH,Uniswap V3
"0x53fc4aa552e91fa9f43dff686941209659a2187c5139c028899b82eb411ff706","16730124",1677629447,2023-03-01 00:10:47,Sell,25245.5192729912, oBTC, 1.41041649921556, ETH,0.00005587,ETH per oBTC,Uniswap V2
"0x59f84c8bb36af76510a36affcaa0d67da160ded5615d059c59405ae1b4ea826e","16730124",1677629447,2023-03-01 00:10:47,Sell,40.6764622388922, SSV, 1.04976466430099, ETH,0.02580767,ETH per SSV,Uniswap V3
"0xc3dbce20f728642032d71481598e822d048a966248aeb80f0d85a4874c428e3c","16730124",1677629447,2023-03-01 00:10:47,Buy,1.54215933917723, ETH, 4803.56830071558, PUNDIX,0.00032104,ETH per PUNDIX,Uniswap V3
"0xbec0b61a13102a65117eb8e2eb0a41fec83481e146adcc136090a8a27d3ee50b","16730124",1677629447,2023-03-01 00:10:47,Sell,6.14989932953784, ETH, 9835, USDT,1,599.21316968,USDT per ETH,Uniswap V2
"0xbec0b61a13102a65117eb8e2eb0a41fec83481e146adcc136090a8a27d3ee50b","16730124",1677629447,2023-03-01 00:10:47,Sell,11.4160809782459, ETH, 18265, USDT,1,599.93609320,USDT per ETH,Uniswap V3
"0x65555ef80e6faf71bdc6f1bb16373c822c6ac4f0fd5e8a1e4356ba3a6dff5ebc","16730124",1677629447,2023-03-01 00:10:47,Sell,56.039950517, :ZKT:, 0.0236429869825086, ETH,0.00042190,ETH per :ZKT:,Uniswap V2
"0x65555ef80e6faf71bdc6f1bb16373c822c6ac4f0fd5e8a1e4356ba3a6dff5ebc","16730124",1677629447,2023-03-01 00:10:47,Sell,10450.406955944, :ZKT:, 4.1460757319323, ETH,0.00039674,ETH per :ZKT:,Uniswap V2
"0x0ffa4a8744a6aa4f807ccbf5a9094bfef5c3276bc29d9c8a175f25358381b639","16730124",1677629447,2023-03-01 00:10:47,Buy,0.05, ETH, 647.797048214148, KOFC,0.00007718,ETH per KOFC,Uniswap V2
"0x683d8edb138c257d9b321ad0c8b255efb9f0589c29f4cb02c34b5eb1aa28ab05","16730124",1677629447,2023-03-01 00:10:47,Sell,3.20862625, ETH, 5132.277827, USDC,1,599.52497646,USDC per ETH,Uniswap V3
"0xd4a580e0abcddc831f3aec2f9c86a64673a56140094fabdca2a5d3ee7bb13092","16730124",1677629447,2023-03-01 00:10:47,Buy,0.003, ETH, 8.49226702671987, 1INCH,0.00035326,ETH per 1INCH,SushiSwap
"0xb20c78adc54bb290d68a7327777cf9a02676011aba3da536c704870f920ebfe5","16730124",1677629447,2023-03-01 00:10:47,Swap,5500, GLDN, 22767.7400715303, BARC,0.24156987,GLDN per BARC,Uniswap V2
"0x9be5eccfec1cad1b85ed828bd9816c8888d9a602c4b9b530b81903fd737035d8","16730124",1677629447,2023-03-01 00:10:47,Sell,0.21, ETH, 336.055674244797, DAI,1,600.26511545,DAI per ETH,Uniswap V2
"0x9be5eccfec1cad1b85ed828bd9816c8888d9a602c4b9b530b81903fd737035d8","16730124",1677629447,2023-03-01 00:10:47,Buy,336.055674244797, DAI, 263.033880352173, Z3,1.27761364,DAI per Z3,Uniswap V2
"0x7473fc217095426a8964688e01ce384dad14162e66eea71ee32afd7277f5e120","16730126",1677629471,2023-03-01 00:11:11,Sell,0.00711668, WBTC, 0.102006253009773, ETH,14.33340448,ETH per WBTC,Uniswap V2
"0x9504b755c97c335f80b5a34b02f0e30007ae723b502814b08a52425573908353","16730126",1677629471,2023-03-01 00:11:11,Buy,315.284436, USDT, 878551886.727147, BEAR,0.00000036,USDT per BEAR,Uniswap V3
"0xbd72a45cd7da7d53abe0f630f71ba1a4c39471b8f70cb7d552362ecd1fd9a434","16730126",1677629471,2023-03-01 00:11:11,Buy,325.910382, USDT, 818254333.518841, BEAR,0.00000040,USDT per BEAR,Uniswap V3
"0x567cdbb33f9ebac7034ccba0da00cb150372cee1af85054c29f12c320e4b6faa","16730126",1677629471,2023-03-01 00:11:11,Sell,878551886.727147, BEAR, 348.566252, USDT,0.00000040,USDT per BEAR,Uniswap V3
"0x6751807c667b440d1005b9ca19538b9c0237be541943900f1e9b42c4e16a741e","16730126",1677629471,2023-03-01 00:11:11,Buy,6.5, ETH, 2559067366.40623, EGGS,0.00000000,ETH per EGGS,Uniswap V2
"0xdbd031c57e5c4598ee92affb6ad70e2dfe90233f27a963631a44a2b5320cb759","16730126",1677629471,2023-03-01 00:11:11,Sell,200000, DOGEK, 0.147455963286864, ETH,0.00000074,ETH per DOGEK,Uniswap V2
"0xdbd031c57e5c4598ee92affb6ad70e2dfe90233f27a963631a44a2b5320cb759","16730126",1677629471,2023-03-01 00:11:11,Sell,530.626345888, DOGEK, 0.0003789266626635, ETH,0.00000071,ETH per DOGEK,Uniswap V2
"0xa8bf3657e65db69df6b295df9b43bd1139c2b3ad36ebb5683adc1ea739de4f4e","16730126",1677629471,2023-03-01 00:11:11,Sell,99888, IOST, 1123.5665, USDT,0.01124826,USDT per IOST,SushiSwap
"0xf099c1fc050bb71f0781d0cbb505d8cfa809cc4ac17e8718f9c570125cca0973","16730126",1677629471,2023-03-01 00:11:11,Buy,0.5, ETH, 35248.00500126, BAI,0.00001419,ETH per BAI,Uniswap V2
"0x3d56bd3e63cb9a0edd048d24083b37ac741ff4af858170fc0c7b7213ae7fc2e3","16730126",1677629471,2023-03-01 00:11:11,Buy,0.05, ETH, 4105.57107988813, MBET,0.00001218,ETH per MBET,Unknown
"0x3f0d7aa3437390e7ef7169d69af6e9a24bc22ceab080aec64838a11c26c966fd","16730126",1677629471,2023-03-01 00:11:11,Sell,82547095.9678592, RUG, 0.732500727069586, ETH,0.00000001,ETH per RUG,Uniswap V2
"0x3f0d7aa3437390e7ef7169d69af6e9a24bc22ceab080aec64838a11c26c966fd","16730126",1677629471,2023-03-01 00:11:11,Sell,3599999.28, RUG, 0.0259481589682953, ETH,0.00000001,ETH per RUG,Uniswap V2
"0xdc0a3eded477b42dbc81e8ac6f22b1bf7e1dc6e29925c303adfb96000b959c15","16730126",1677629471,2023-03-01 00:11:11,Buy,1.76719069810042, ETH, 5488.93292672664, PUNDIX,0.00032196,ETH per PUNDIX,Uniswap V3
"0x3cfc09af12a41cbc1aee61d1d5aa60748d15e4e4199337580b9cfbf449e365fc","16730126",1677629471,2023-03-01 00:11:11,Buy,0.2, ETH, 20378.8611981105, MINT,0.00000981,ETH per MINT,Uniswap V2
"0xc684ff877f81782d39728c2334bc99209a017c3cd135e9d3a83eec115c0d5838","16730126",1677629471,2023-03-01 00:11:11,Sell,2970000.00000052, RICE, 0.196800604125011, ETH,0.00000007,ETH per RICE,Uniswap V2
"0x1b1eb6d6e2fc08f6651ca5d99835c832849715d62c121d8e07683f57276cbad9","16730126",1677629471,2023-03-01 00:11:11,Sell,282.460876248934, BOND, 1335.167464, USDC,4.72691115,USDC per BOND,Uniswap V2
"0x26d192c673b72737d0f7797347c93bf5f88c9bff44479ae0fb32530382f24057","16730126",1677629471,2023-03-01 00:11:11,Sell,199, UNIDX, 0.988108274369328, ETH,0.00496537,ETH per UNIDX,Uniswap V3
"0x26d192c673b72737d0f7797347c93bf5f88c9bff44479ae0fb32530382f24057","16730126",1677629471,2023-03-01 00:11:11,Buy,0.988108274369328, ETH, 1661798.9030984, SIMPAI,0.00000059,ETH per SIMPAI,Uniswap V2
"0x935b56df6ee90eba6c4346f3d846c87f77e49da2cc8d292cd368b5952c1a5037","16730126",1677629471,2023-03-01 00:11:11,Buy,0.84, ETH, 3422.7731397597, OCEAN,0.00024542,ETH per OCEAN,Uniswap V2
"0x935b56df6ee90eba6c4346f3d846c87f77e49da2cc8d292cd368b5952c1a5037","16730126",1677629471,2023-03-01 00:11:11,Buy,1.26, ETH, 5129.3918136481, OCEAN,0.00024564,ETH per OCEAN,Uniswap V3
"0xc40a1a09a091a003261c73a6bb0284335b7dc0d71d4ba320210a5ed71f0b2d7e","16730126",1677629471,2023-03-01 00:11:11,Sell,17, ETH, 27201.13471, USDC,1,600.06674765,USDC per ETH,Uniswap V3
"0xce93971942126df9112507696be211e9417be295464a646cc2357f5bce2fe010","16730126",1677629471,2023-03-01 00:11:11,Sell,2186.2480792449, DNT, 0.0409195254012477, ETH,0.00001872,ETH per DNT,Uniswap V2
"0xce93971942126df9112507696be211e9417be295464a646cc2357f5bce2fe010","16730126",1677629471,2023-03-01 00:11:11,Buy,0.0409195254012477, ETH, 2366760706.29063, PAW,0.00000000,ETH per PAW,Uniswap V3
"0x6926629052084e3be4f46d4f54419fd65089d0d5f2f34a208e68d1710ca0bdfd","16730126",1677629471,2023-03-01 00:11:11,Buy,5, ETH, 4794.89332575285, BONE,0.00104278,ETH per BONE,Uniswap V3
"0x64fef6bac0d927655f443a27eae9d960f2feeebe5566baf19c8b0e974d9acaef","16730126",1677629471,2023-03-01 00:11:11,Buy,27.70017, USDT, 0.0172932272473593, ETH,1,601.79297963,USDT per ETH,Uniswap V3
"0x64fef6bac0d927655f443a27eae9d960f2feeebe5566baf19c8b0e974d9acaef","16730126",1677629471,2023-03-01 00:11:11,Buy,0.0172932272473593, ETH, 1000000000, PAW,0.00000000,ETH per PAW,Uniswap V3
"0xa8785d757b7edb404bc579337c3d1a94e2bcc6b879fb8f6f1aa1087c07ca4583","16730126",1677629471,2023-03-01 00:11:11,Buy,0.1, ETH, 1341475.20321997, LBSKR,0.00000007,ETH per LBSKR,Uniswap V2
"0x196e279814a1e52cc93ac6b88a924de883259fffb4c92c3d427200c0a50e25fe","16730127",1677629483,2023-03-01 00:11:23,Sell,8555.64875932112, OCEAN, 2.08643689121267, ETH,0.00024387,ETH per OCEAN,Uniswap V3
"0xda70f02dfe8f910c220aa0a1ab33d7ddddf3248ce2da63bcc9295bef56957fa2","16730127",1677629483,2023-03-01 00:11:23,Buy,0.09586554, ETH, 4897.07973976392, DNT,0.00001958,ETH per DNT,Uniswap V2
"0xda70f02dfe8f910c220aa0a1ab33d7ddddf3248ce2da63bcc9295bef56957fa2","16730127",1677629483,2023-03-01 00:11:23,Sell,62655.385600499, VEE, 0.104947224952851, ETH,0.00000167,ETH per VEE,Uniswap V2
"0xd8c4bab1ea123fceeda56e5ec2cdd8582b6fe53acedaa3612e5da99f8f62e4f8","16730127",1677629483,2023-03-01 00:11:23,Sell,3925.08480828824, OCEAN, 0.95711552052807, ETH,0.00024385,ETH per OCEAN,Uniswap V2
"0xea745d32bc05ee9dd10fc5c30094210570738cc9258445e7e4dff16111a2e4c0","16730127",1677629483,2023-03-01 00:11:23,Sell,54.3385374506955, SSV, 1.39698076108817, ETH,0.02570884,ETH per SSV,Uniswap V3
"0x9311b8559513ab896716bee90062a9681047af3af2fd3cc973eb25cc623d2f6c","16730127",1677629483,2023-03-01 00:11:23,Sell,4486058, PRM, 0.147241220511633, ETH,0.00000003,ETH per PRM,Uniswap V2
"0x9346856b9a3ad2fa5932d37837afda0fa22dfbcf1ea925fe5c6246144a494510","16730127",1677629483,2023-03-01 00:11:23,Buy,0.3, ETH, 229.855148728, AllIn,0.00130517,ETH per AllIn,Uniswap V2
"0xbf9e026bdb9cd98cf0b0723a4e0e287ad67f357e00259ce42c57f91179bae267","16730127",1677629483,2023-03-01 00:11:23,Sell,40, BIT, 0.0143343231492697, ETH,0.00035836,ETH per BIT,SushiSwap
"0xe014130cc763530c45bd29656a59d07a69cf79b07b098a6dae631952b24df482","16730127",1677629483,2023-03-01 00:11:23,Sell,547337.57260003, milkAI, 0.0568658261984729, ETH,0.00000010,ETH per milkAI,Uniswap V2
"0xf414353639a36f14751402dfb4b6e4a6e24d97c7827193d53f7d83432f23c23f","16730127",1677629483,2023-03-01 00:11:23,Sell,1.7, ETH, 2722.310613, USDT,1,601.35918412,USDT per ETH,Unknown
"0xe628a67986976012b8004eef068a9cf4b0007fcabb4b8bda5f0e5850ac8c8c34","16730127",1677629483,2023-03-01 00:11:23,Buy,0.0186135546239368, ETH, 445.7443328, HEX,0.00004176,ETH per HEX,Uniswap V2
"0x5cb781ffcbeefd1c839bbf1a73fbfcff59c8608cdbfd3a21bbbafccde773690e","16730127",1677629483,2023-03-01 00:11:23,Sell,2204.88744154777, ICE, 1.1140321845045, ETH,0.00050526,ETH per ICE,SushiSwap
"0x81ad42ca3c2b1275b09bacfd611d9837b0e34bd0eb0d2a9d32f93f06a804b936","16730127",1677629483,2023-03-01 00:11:23,Sell,899999.82, RUG, 0.00642358003049253, ETH,0.00000001,ETH per RUG,Uniswap V2
"0x81ad42ca3c2b1275b09bacfd611d9837b0e34bd0eb0d2a9d32f93f06a804b936","16730127",1677629483,2023-03-01 00:11:23,Sell,3599999.28, RUG, 0.0254453623102261, ETH,0.00000001,ETH per RUG,Uniswap V2
"0x9b544f40994a66e897da79c11a4dfb1812578a782eea94b601b58bb563a0946f","16730127",1677629483,2023-03-01 00:11:23,Sell,100.832267751189, BIRD, 1.90232573502306, ETH,0.01886624,ETH per BIRD,Uniswap V2
"0xd23e04f9e7356479042c7cd4f5bae2b66605524c4978e2bb3eeb7f51d28a0b6c","16730127",1677629483,2023-03-01 00:11:23,Buy,0.0495625, ETH, 825070314.548316, QOM,0.00000000,ETH per QOM,Uniswap V2
"0x858d77bd785d9129f485039750dbcabfcd9d687a3e4c1f92977d3140f1c8aa59","16730127",1677629483,2023-03-01 00:11:23,Buy,1.39959794212251, ETH, 9863.931866, POWR,0.00014189,ETH per POWR,Uniswap V3
"0xf243dd599f96a23e84707c770687728e84466a37edeb24869cecfd7d9778c9bf","16730127",1677629483,2023-03-01 00:11:23,Buy,0.3, ETH, 3400303936.98574, wRABBIT,0.00000000,ETH per wRABBIT,Uniswap V2
"0xa88d8520365e3ef5c6fd32cad8c7b4f4c8c4116d4aa51205747386ae292420d2","16730127",1677629483,2023-03-01 00:11:23,Buy,0.37, ETH, 1024.80722029292, BIT,0.00036104,ETH per BIT,SushiSwap
"0x0bac67f08cdf828d5d090b6dc22549a5896ace55a7dc52fff2b9e20157b3940a","16730127",1677629483,2023-03-01 00:11:23,Sell,6000, HEX, 0.249223601913114, ETH,0.00004154,ETH per HEX,Uniswap V3
"0x69ac15a76d34265b3d0f49d075f86bf380fbc4459c2e54150b66c7edaf686ffe","16730127",1677629483,2023-03-01 00:11:23,Sell,2.63, ETH, 4209.152639, USDC,1,600.43826578,USDC per ETH,Uniswap V2
"0xd45eac70c4377a439ff049d3602bf3aef6819ceb1fdb3946252afb2a609214cc","16730127",1677629483,2023-03-01 00:11:23,Sell,2.20213062142191, ETH, 3523.309859, USDC,1,599.95498211,USDC per ETH,Uniswap V3
"0x3dd10304d2826cca3eed1227e8949fba98f8a18d58e60978b70ffa7bc76c77f0","16730127",1677629483,2023-03-01 00:11:23,Buy,0.16720066, ETH, 4268776.31244566, GIGA,0.00000004,ETH per GIGA,Uniswap V2
"0xb21662f3ac702f627d948992438a01d49bbcd8fd647241bd87aff0f5f85a956e","16730127",1677629483,2023-03-01 00:11:23,Sell,22815.8430194982, RADAR, 0.242409491099883, ETH,0.00001062,ETH per RADAR,SushiSwap
"0x9256c22a6cfa8476ef6e855e941e72192fed33c75b4ef0a8b3eae44dd455f44c","16730127",1677629483,2023-03-01 00:11:23,Sell,2018449.5669, SHIB, 0.0150399574460921, ETH,0.00000001,ETH per SHIB,Uniswap V2
"0xcdc6b602edb9883a11513ef0d98731bda16566422f441e59818cefe6ae46ab18","16730128",1677629495,2023-03-01 00:11:35,Swap,50000, HEX, 47449.26288501, TRIO,0.94898526,TRIO per HEX,Uniswap V3
"0x204740af65bf38b45809ecde9d5c98857c1666466e3cc62ad29ece60f7a2938f","16730128",1677629495,2023-03-01 00:11:35,Buy,0.04, ETH, 113624237603.62, HACHI,0.00000000,ETH per HACHI,Uniswap V2
"0xceda83d32f91105988f10e7f7bd41dc62e8ad2f3c3cd1fca18e1c4ea8e806ef9","16730128",1677629495,2023-03-01 00:11:35,Buy,1, ETH, 7027.494528, POWR,0.00014230,ETH per POWR,Uniswap V3
"0x9947edde5b4205fbe157346205d9152ae9ba257d2fdafcdcf3d39194283ca7ba","16730128",1677629495,2023-03-01 00:11:35,Buy,0.612720142133891, ETH, 588.14064309286, BONE,0.00104179,ETH per BONE,Unknown
"0x5aab1b89d796924ca40b603afc094e645484659fcca6c6a11fe6726ca46a311e","16730129",1677629507,2023-03-01 00:11:47,Sell,34818.46518573, TRU, 1.92780192855633, ETH,0.00005537,ETH per TRU,SushiSwap
"0x1d921dbaf1f02a3d6b9d4cf7ee99e264b5c029586bf5cdf11f225cbfbb562520","16730129",1677629507,2023-03-01 00:11:47,Sell,3210.25936848, AGIX, 1.03635934720524, ETH,0.00032283,ETH per AGIX,Uniswap V2
"0x1d921dbaf1f02a3d6b9d4cf7ee99e264b5c029586bf5cdf11f225cbfbb562520","16730129",1677629507,2023-03-01 00:11:47,Buy,1.03635934720524, ETH, 41958.3499826691, ANKR,0.00002470,ETH per ANKR,Uniswap V3
"0xb5bcbcd9f184b3d2d7930ce3f6af9d6df14d8674ab2a0ff802a4bf245cff36ca","16730129",1677629507,2023-03-01 00:11:47,Sell,34744.2068876328, ANKR, 0.853594425301962, ETH,0.00002457,ETH per ANKR,Uniswap V3
"0xc6c43f9da7b03a8f1ecf26d4f2086cb87d4a716039944566d75e0df5508e2b76","16730129",1677629507,2023-03-01 00:11:47,Sell,60.198, BIRD, 1.12750818491371, ETH,0.01872999,ETH per BIRD,Uniswap V2
"0xac54f44e0db9d040fb7c6deb55254d590c501a97236ab9c4486c07f61edd135d","16730129",1677629507,2023-03-01 00:11:47,Sell,8372.09121, POWR, 1.18987166786496, ETH,0.00014212,ETH per POWR,Uniswap V3
"0x99fa45bcabd57c4cc8b1062d01040d658d660721fa996f187268ed9b80a619f5","16730129",1677629507,2023-03-01 00:11:47,Sell,1151.08002572601, ZKG, 0.167495208129743, ETH,0.00014551,ETH per ZKG,Uniswap V2
"0x99fa45bcabd57c4cc8b1062d01040d658d660721fa996f187268ed9b80a619f5","16730129",1677629507,2023-03-01 00:11:47,Sell,3052.20001157788, ZKG, 0.429480090435986, ETH,0.00014071,ETH per ZKG,Uniswap V2
"0xee4e3a14bd580ddaa6e980c1e7b0fafc5b6379fd2709a134fd4feb6c3f80fae0","16730129",1677629507,2023-03-01 00:11:47,Buy,350, USDC, 0.218596702926109, ETH,1,601.12204491,USDC per ETH,Uniswap V3
"0xee4e3a14bd580ddaa6e980c1e7b0fafc5b6379fd2709a134fd4feb6c3f80fae0","16730129",1677629507,2023-03-01 00:11:47,Buy,0.218596702926109, ETH, 29193514.2602865, SHIB,0.00000001,ETH per SHIB,Uniswap V3
"0x0d804b62423bea7c9445a91b4737fddcefa81e9a9a2ed03705cff6cd6267b334","16730129",1677629507,2023-03-01 00:11:47,Buy,1.27363029424614, ETH, 3945.65270364199, PUNDIX,0.00032279,ETH per PUNDIX,Uniswap V3
"0x30208cf905ffcdf50b432c854278fd57790e6a5766a5087fea9c8c491e48dc3f","16730129",1677629507,2023-03-01 00:11:47,Sell,65753.4233424658, RSR, 0.202882680828874, ETH,0.00000309,ETH per RSR,Uniswap V3
"0xed492d8c0645606611640c263ea24b9d135c378393afa53bb433068da1f24df0","16730129",1677629507,2023-03-01 00:11:47,Sell,20000.8419454145, TAMA, 0.203058164483292, ETH,0.00001015,ETH per TAMA,Uniswap V2
"0xed492d8c0645606611640c263ea24b9d135c378393afa53bb433068da1f24df0","16730129",1677629507,2023-03-01 00:11:47,Sell,0.203058164483292, ETH, 325.196055, USDC,1,601.49214304,USDC per ETH,Unknown
"0x4a02bddb667d81ab47b853a2d875a27aec30f47f374e07bae0c86e04babe4971","16730129",1677629507,2023-03-01 00:11:47,Buy,400, USDC, 0.249824713899989, ETH,1,601.12261816,USDC per ETH,Uniswap V3
"0x4a02bddb667d81ab47b853a2d875a27aec30f47f374e07bae0c86e04babe4971","16730129",1677629507,2023-03-01 00:11:47,Buy,0.249824713899989, ETH, 25557.2025461547, DBI,0.00000978,ETH per DBI,Uniswap V3
"0xee9d40228f70252a903af4b163c8433b86d994449522048262567f6d096b7921","16730129",1677629507,2023-03-01 00:11:47,Swap,289.682021654401, SHIB0.5, 41599937.8554753, SHIB,0.00000696,SHIB0.5 per SHIB,Uniswap V2
"0xded3d1253eff7b44105bcd2a86061d466019ef957f3bd8d11ce3249988981505","16730129",1677629507,2023-03-01 00:11:47,Sell,120000000, XEN, 0.0606306607327395, ETH,0.00000000,ETH per XEN,Uniswap V3
"0x7c7ec44dc5e9740a47289594ec56a8631e3a5bfd3519874a31830b5c2b4e1266","16730129",1677629507,2023-03-01 00:11:47,Buy,0.364496327384428, ETH, 2500, DEXT,0.00014580,ETH per DEXT,Uniswap V2
"0xed9b8e785264353a7d93d2f08a5cc7024c78188f45df4313e1cbf37323871e43","16730129",1677629507,2023-03-01 00:11:47,Buy,300, USDC, 0.186341951429262, ETH,1,609.94342766,USDC per ETH,Uniswap V2
"0xed9b8e785264353a7d93d2f08a5cc7024c78188f45df4313e1cbf37323871e43","16730129",1677629507,2023-03-01 00:11:47,Buy,0.186341951429262, ETH, 72938910.3525406, EGGS,0.00000000,ETH per EGGS,Uniswap V2
"0x8ed3c55aa64285717aa52674f446967d60f31fbff7c1e1b8c8d4ef476ed5e128","16730129",1677629507,2023-03-01 00:11:47,Buy,0.0323496738547861, ETH, 2500, BLUNT,0.00001294,ETH per BLUNT,Uniswap V2
"0xff40deb554e24b6aeeddb8f47d348769c47d6f0e7091487795ab6627be1ff8b8","16730129",1677629507,2023-03-01 00:11:47,Buy,0.5, ETH, 478.946101249245, BONE,0.00104396,ETH per BONE,Uniswap V3
"0xc9ee573f119266a200b7be04a82a99262f7eb830a844a19e2eb4b5aee545730e","16730130",1677629519,2023-03-01 00:11:59,Buy,1.22654622054194, ETH, 2411.87720579781, ICE,0.00050854,ETH per ICE,SushiSwap
"0xc9ee573f119266a200b7be04a82a99262f7eb830a844a19e2eb4b5aee545730e","16730130",1677629519,2023-03-01 00:11:59,Buy,0.141485091837706, ETH, 7526.50492482919, ODDZ,0.00001880,ETH per ODDZ,Uniswap V2
"0x72224333ca1c54715b3e012e34ebc112fb2186af36db3ad7af3a4000569ce682","16730130",1677629519,2023-03-01 00:11:59,Sell,293.162785597949, EUL, 1.49549791663898, ETH,0.00510125,ETH per EUL,Uniswap V3
"0x72224333ca1c54715b3e012e34ebc112fb2186af36db3ad7af3a4000569ce682","16730130",1677629519,2023-03-01 00:11:59,Sell,3014.11513742564, AURA, 6.34683122635463, ETH,0.00210570,ETH per AURA,Uniswap V3
"0x72224333ca1c54715b3e012e34ebc112fb2186af36db3ad7af3a4000569ce682","16730130",1677629519,2023-03-01 00:11:59,Buy,0.377077526809824, ETH, 729.893494095495, ICE,0.00051662,ETH per ICE,Uniswap V2
"0x72224333ca1c54715b3e012e34ebc112fb2186af36db3ad7af3a4000569ce682","16730130",1677629519,2023-03-01 00:11:59,Sell,5.85202642208258, ETH, 9365.24982, USDC,1,600.34305120,USDC per ETH,SushiSwap
